Reference;Name;Category;Short description;Size;Color;Structure;Price/RUB;Images
KD-1649D;"Жилет ""Christine"" KD-1649D";Кардиганы, пиджаки;"Жилет ""Christine"" прекрасно подойдет для любого случая. Длина по спинке - 75 см Длина по полочке - 77 см Замеры по 42 размеру.";44;бежевый;костюмная ткань;1333;https://niko-opt.com/7614-large_default/zhilet-christine-kd-1649d.jpg,https://niko-opt.com/7615-large_default/zhilet-christine-kd-1649d.jpg,https://niko-opt.com/7616-large_default/zhilet-christine-kd-1649d.jpg
KD-1649D;"Жилет ""Christine"" KD-1649D";Кардиганы, пиджаки;"Жилет ""Christine"" прекрасно подойдет для любого случая. Длина по спинке - 75 см Длина по полочке - 77 см Замеры по 42 размеру.";46;бежевый;костюмная ткань;1333;https://niko-opt.com/7614-large_default/zhilet-christine-kd-1649d.jpg,https://niko-opt.com/7615-large_default/zhilet-christine-kd-1649d.jpg,https://niko-opt.com/7616-large_default/zhilet-christine-kd-1649d.jpg
KD-1649E;"Жилет ""Christine"" KD-1649E";Кардиганы, пиджаки;"Жилет ""Christine"" прекрасно подойдет для любого случая. Длина по спинке - 75 см Длина по полочке - 77 см Замеры по 42 размеру.";42;электрик;костюмная ткань;1333;https://niko-opt.com/7617-large_default/zhilet-christine-kd-1649e.jpg,https://niko-opt.com/7618-large_default/zhilet-christine-kd-1649e.jpg,https://niko-opt.com/7619-large_default/zhilet-christine-kd-1649e.jpg
KD-1649E;"Жилет ""Christine"" KD-1649E";Кардиганы, пиджаки;"Жилет ""Christine"" прекрасно подойдет для любого случая. Длина по спинке - 75 см Длина по полочке - 77 см Замеры по 42 размеру.";44;электрик;костюмная ткань;1333;https://niko-opt.com/7617-large_default/zhilet-christine-kd-1649e.jpg,https://niko-opt.com/7618-large_default/zhilet-christine-kd-1649e.jpg,https://niko-opt.com/7619-large_default/zhilet-christine-kd-1649e.jpg
KD-1649E;"Жилет ""Christine"" KD-1649E";Кардиганы, пиджаки;"Жилет ""Christine"" прекрасно подойдет для любого случая. Длина по спинке - 75 см Длина по полочке - 77 см Замеры по 42 размеру.";46;электрик;костюмная ткань;1333;https://niko-opt.com/7617-large_default/zhilet-christine-kd-1649e.jpg,https://niko-opt.com/7618-large_default/zhilet-christine-kd-1649e.jpg,https://niko-opt.com/7619-large_default/zhilet-christine-kd-1649e.jpg
KD-1649E;"Жилет ""Christine"" KD-1649E";Кардиганы, пиджаки;"Жилет ""Christine"" прекрасно подойдет для любого случая. Длина по спинке - 75 см Длина по полочке - 77 см Замеры по 42 размеру.";48;электрик;костюмная ткань;1333;https://niko-opt.com/7617-large_default/zhilet-christine-kd-1649e.jpg,https://niko-opt.com/7618-large_default/zhilet-christine-kd-1649e.jpg,https://niko-opt.com/7619-large_default/zhilet-christine-kd-1649e.jpg
KD-1616A;"Жилет ""Maria"" KD-1616A";Кардиганы, пиджаки;Длина по переду - 37 см Длина по спинке - 81 см;42;марсала;;964;https://niko-opt.com/6961-large_default/zhilet-maria-kd-1616a.jpg,https://niko-opt.com/6962-large_default/zhilet-maria-kd-1616a.jpg
KD-1616B;"Жилет ""Maria"" KD-1616B";Кардиганы, пиджаки;Длина по переду - 37 см Длина по спинке - 81 см;42;оливковый;;964;https://niko-opt.com/6966-large_default/zhilet-maria-kd-1616b.jpg,https://niko-opt.com/6967-large_default/zhilet-maria-kd-1616b.jpg,https://niko-opt.com/6965-large_default/zhilet-maria-kd-1616b.jpg
KD-1616B;"Жилет ""Maria"" KD-1616B";Кардиганы, пиджаки;Длина по переду - 37 см Длина по спинке - 81 см;44;оливковый;;964;https://niko-opt.com/6966-large_default/zhilet-maria-kd-1616b.jpg,https://niko-opt.com/6967-large_default/zhilet-maria-kd-1616b.jpg,https://niko-opt.com/6965-large_default/zhilet-maria-kd-1616b.jpg
KD-1616B;"Жилет ""Maria"" KD-1616B";Кардиганы, пиджаки;Длина по переду - 37 см Длина по спинке - 81 см;46;оливковый;;964;https://niko-opt.com/6966-large_default/zhilet-maria-kd-1616b.jpg,https://niko-opt.com/6967-large_default/zhilet-maria-kd-1616b.jpg,https://niko-opt.com/6965-large_default/zhilet-maria-kd-1616b.jpg
KD-1616B;"Жилет ""Maria"" KD-1616B";Кардиганы, пиджаки;Длина по переду - 37 см Длина по спинке - 81 см;48;оливковый;;964;https://niko-opt.com/6966-large_default/zhilet-maria-kd-1616b.jpg,https://niko-opt.com/6967-large_default/zhilet-maria-kd-1616b.jpg,https://niko-opt.com/6965-large_default/zhilet-maria-kd-1616b.jpg
KD-1616C;"Жилет ""Maria"" KD-1616C";Кардиганы, пиджаки;Длина по переду - 37 см Длина по спинке - 81 см;44;электрик;;964;https://niko-opt.com/6971-large_default/zhilet-maria-kd-1616c.jpg,https://niko-opt.com/6972-large_default/zhilet-maria-kd-1616c.jpg
KD-1616C;"Жилет ""Maria"" KD-1616C";Кардиганы, пиджаки;Длина по переду - 37 см Длина по спинке - 81 см;48;электрик;;964;https://niko-opt.com/6971-large_default/zhilet-maria-kd-1616c.jpg,https://niko-opt.com/6972-large_default/zhilet-maria-kd-1616c.jpg
KD-1223E;"Кардиган ""Freedom"" KD-1223E";Кардиганы, пиджаки;"Отличный кардиган ""Freedom"" цвета марсала. Выполнен из мягкой трикотажной ткани. Модель свободного покроя, не имеет каких-либо застежек. Имеет укороченный втачной рукав. Прекрасная вещь для дам, которые любят выразить свое чувство стиля.";42;марсала;двунитка;972;https://niko-opt.com/8224-large_default/kardigan-freedom-kd-1223e.jpg
